iter	RMSE
259	0.005671618292
260	0.005670653739
261	0.005669404355
262	0.005665123019
263	0.005664783331
264	0.005663213477
265	0.005662547213
266	0.005661269494
267	0.005660822856
268	0.005659979266
269	0.005656928111
270	0.005656101382
271	0.005653310715
272	0.005652312076
273	0.005650988897
274	0.005649078711
275	0.005647026832
276	0.00564548733
277	0.005644764515
278	0.005642670657
279	0.005640861128
280	0.005638396282
281	0.005637506711
282	0.00563683124
283	0.005636225487
284	0.005634354237
285	0.005632296602
286	0.005630320939
287	0.005628971059
288	0.005627372404
289	0.005626779036
290	0.005626396584
291	0.005625409904
292	0.005624322526
293	0.005622934916
294	0.00562208359
295	0.005620373005
296	0.005618815428
297	0.005617364685
298	0.005616466127
299	0.00561504561
300	0.005614427381
301	0.005613198435
302	0.005611109511
303	0.005610749563
304	0.005609825593
305	0.005608661662
306	0.005607902573
307	0.005606014157
308	0.005603817522
309	0.005602498752
310	0.005600773142
311	0.005597966049
312	0.005597058033
313	0.005596681838
314	0.005595980432
315	0.00559445251
316	0.00559386279
317	0.005592041817
318	0.005591067776
319	0.005589680059
320	0.00558811699
321	0.005586883309
322	0.005586138773
323	0.005585321361
324	0.005583541644
325	0.005582102089
326	0.005580743269
327	0.005579711202
328	0.005578640947
329	0.005577594327
330	0.005575721171
331	0.005574129509
332	0.005573491862
333	0.005571847992
334	0.005571130393
335	0.005570460213
336	0.005569928403
337	0.005568606978
338	0.005567316024
339	0.005565656397
340	0.005564988707
341	0.005563322417
342	0.005561926816
343	0.005560845987
344	0.005556198868
345	0.00555591329
346	0.005555030913
347	0.005553517934
348	0.005553208488
349	0.005551786753
350	0.005549630528
351	0.005548005414
352	0.005546945326
353	0.005545820037
354	0.005544556382
355	0.005543838987
356	0.005543090737
357	0.00554281522
358	0.005541768022
359	0.005540107775
360	0.005538392558
361	0.005537564095
362	0.005536996479
363	0.005536117308
364	0.005535473544
365	0.00553483936
366	0.005534375308
367	0.00553003481
368	0.005526539804
369	0.005524291149
370	0.005523476624
371	0.005522293582
372	0.00552140215
373	0.005520529802
374	0.005519163046
375	0.005517746666
376	0.005516587921
377	0.005514518641
378	0.005513018761
379	0.00551128551
380	0.00551069333
381	0.005509431094
382	0.005509091647
383	0.00550789112
384	0.005507338257
385	0.005506553363
386	0.005506315591
387	0.005504412929
388	0.005502990037
389	0.005502181894
390	0.005500525642
391	0.005499401284
392	0.005495849024
393	0.005492931626
394	0.005491909244
395	0.005490155952
396	0.005489210381
397	0.005488033197
398	0.005487164197
399	0.005486711547
400	0.005485427206
401	0.005484940019
402	0.005483940815
403	0.005483193928
404	0.005481610849
405	0.005480685583
406	0.005479975107
407	0.005478750663
408	0.00547755703
409	0.005477263976
410	0.005476352468
411	0.005474671967
412	0.005473769901
413	0.00547325658
414	0.005471657348
415	0.00546976205
416	0.00546889404
417	0.005467409744
418	0.005466118768
419	0.005465306054
420	0.005464869596
421	0.005463960006
422	0.005462943157
423	0.005461674738
424	0.005460380619
425	0.005459848659
426	0.005459650554
427	0.005458811134
428	0.005458000165
429	0.005457384947
430	0.005456780647
431	0.005455503529
432	0.005453432848
433	0.005452844433
434	0.005452650014
435	0.005451867453
436	0.005449437467
437	0.005448271779
438	0.005447310187
439	0.005445508963
440	0.005444368528
441	0.005443242456
442	0.005441658933
443	0.005441187663
444	0.005440606902
445	0.005439584447
446	0.005439376567
447	0.005439139038
448	0.005438358251
449	0.005437292162
450	0.005436225609
451	0.005435635371
452	0.005434471733
453	0.005433513125
454	0.005432546247
455	0.00543230878
456	0.005431165116
457	0.005429459035
458	0.005427792934
459	0.005427152879
460	0.00542581042
461	0.005425386503
462	0.005423881079
463	0.005422870001
464	0.00542180772
465	0.005419410329
466	0.005418294264
467	0.005417574745
468	0.005416934309
469	0.005416321191
470	0.005416106711
471	0.005414965419
472	0.005414272583
473	0.005412380091
474	0.005411450129
475	0.005410509698
476	0.005409342075
477	0.005408623114
478	0.005407733248
479	0.00540688066
480	0.005406084816
481	0.005405737273
482	0.005403991021
483	0.005403490062
484	0.005402606001
485	0.005402270747
486	0.005400835992
487	0.005400556067
488	0.005399901468
489	0.005399275506
490	0.005398609131
491	0.005397545457
492	0.005397112597
493	0.005396006265
494	0.005395200197
495	0.005394498035
496	0.00539418148
497	0.005393332412
498	0.005392170212
499	0.005391506286
500	0.005391328344
501	0.005390795682
502	0.005389964037
503	0.005388487189
504	0.005388328086
505	0.005387834168
506	0.005387121991
507	0.00538649581
508	0.005385423434
509	0.005383896673
510	0.005383104296
511	0.00538248385
512	0.005381101767
513	0.005379910592
514	0.005378522589
515	0.005378359361
516	0.005378003672
517	0.005377322753
518	0.005376816088
519	0.005376112293
520	0.005374898024
521	0.005374446628
522	0.005373770023
523	0.0053698582
524	0.005369260728
525	0.00536890778
526	0.005368445851
527	0.005368294499
528	0.005367818478
529	0.005367343982
530	0.005366464256
531	0.005366019483
532	0.005365399761
533	0.005364461377
534	0.005363995867
535	0.005362938012
536	0.00536261632
537	0.005361833209
538	0.005361337096
539	0.005361003622
540	0.005360648078
541	0.005359865725
542	0.005359499496
543	0.005359161165
544	0.00535886008
545	0.005357838254
546	0.005356204984
547	0.005355649778
548	0.005355575819
549	0.005354985789
550	0.005353839082
551	0.005349950377
552	0.00534940373
553	0.005349054393
554	0.005347823423
555	0.005346795828
556	0.005346452598
557	0.005345121061
558	0.005344699019
559	0.005344036804
560	0.005343450509
561	0.005342834437
562	0.005342162715
563	0.005341702206
564	0.005340755643
565	0.005340188248
566	0.005339944635
567	0.005339432201
568	0.005338438549
569	0.005337907004
570	0.005336893077
571	0.005335530049
572	0.005335199056
573	0.005334468881
574	0.005334238869
575	0.005333780582
576	0.005333559959
577	0.005333132651
578	0.005332566831
579	0.00533250263
580	0.005331939237
581	0.005331268962
582	0.005330897178
583	0.005330341568
584	0.005329724474
585	0.005329528013
586	0.00532889091
587	0.005327715399
588	0.005327399677
589	0.005327235718
590	0.005326671225
591	0.005324842573
592	0.005324528309
593	0.005324283423
594	0.005320560619
595	0.005320346274
596	0.005319955514
597	0.005319150642
598	0.005318770628
599	0.005318494768
600	0.005318143946
601	0.005317776839
602	0.005317383879
603	0.005316927209
604	0.005316409055
605	0.005315079767
606	0.005314590226
607	0.005313721092
608	0.005313346149
609	0.005312597125
610	0.005312069219
611	0.005311478312
612	0.00531086258
613	0.005310012152
614	0.005309049357
615	0.005308653736
616	0.00530820338
617	0.005307719547
618	0.005307100084
619	0.005306783609
620	0.005306688542
621	0.005306085086
622	0.005302448069
623	0.005301246462
624	0.005300990601
625	0.00530083189
626	0.005300339151
627	0.005299919435
628	0.005299458293
629	0.005298282235
630	0.005297827471
631	0.005296961307
632	0.00529606485
633	0.005294936629
634	0.005293928193
635	0.005293438897
636	0.005292995799
637	0.005292441884
638	0.005292100272
639	0.005291590012
640	0.005291387169
641	0.005290582317
642	0.005290354633
643	0.005289823188
644	0.005289627368
645	0.00528911921
646	0.005288174794
647	0.005287794212
648	0.005287275533
649	0.005286599311
650	0.00528630805
651	0.005285989443
652	0.005285379169
653	0.005284416986
654	0.005280859776
655	0.005279883629
656	0.005279473171
657	0.005279185301
658	0.005278808978
659	0.005277907647
660	0.005277316867
661	0.005276851497
662	0.005275915351
663	0.005274452518
664	0.005274029241
665	0.005273606909
666	0.005273107595
667	0.005272300607
668	0.005271998794
669	0.005271496263
670	0.005270646244
671	0.005270196028
672	0.005269662708
673	0.005269293781
674	0.005268835381
675	0.005268792896
676	0.005268248276
677	0.005268041283
678	0.005267271661
679	0.005267156866
680	0.005266474198
681	0.005265716448
682	0.005265390902
683	0.005264506596
684	0.005264486681
685	0.005264287167
686	0.005263566496
687	0.005262849296
688	0.005262309531
689	0.005261781755
690	0.005261141597
691	0.005260766466
692	0.005260379832
693	0.005260005302
694	0.005259452918
695	0.005255974505
696	0.005255476787
697	0.005254740398
698	0.005254302667
699	0.005253958696
700	0.005253537201
701	0.005253138917
702	0.005252516225
703	0.005252104062
704	0.005251452508
705	0.005251181797
706	0.005251069535
707	0.005250457359
708	0.005250078403
709	0.00524991559
710	0.005249125348
711	0.005248526417
712	0.005247509547
713	0.005247492162
714	0.005247220614
715	0.005246722548
716	0.005246434215
717	0.00524588768
718	0.005245530922
719	0.005244883829
720	0.005244277265
721	0.005244092948
722	0.005243516306
723	0.00524269536
724	0.005242116031
725	0.005241197109
726	0.005240420409
727	0.005239761203
728	0.005239016311
729	0.005238343337
730	0.00523794881
731	0.005237247973
732	0.005236942024
733	0.0052366189
734	0.005236318674
735	0.005236197221
736	0.005236179862
737	0.005235525678
738	0.005234538748
739	0.005234223281
740	0.00523412014
741	0.005233709411
742	0.005233030837
743	0.005232200469
744	0.005232023069
745	0.005231202497
746	0.005230476582
747	0.005230299981
748	0.00522994033
749	0.005229471388
750	0.005228853476
751	0.005228744093
752	0.005228671982
753	0.005228589556
754	0.005227975735
755	0.005227606486
756	0.005227405927
757	0.005226975271
758	0.005226958218
759	0.005226724966
760	0.00522622917
761	0.005225911982
762	0.005225707657
763	0.005225510185
764	0.005224931682
765	0.005224145152
766	0.005223405723
767	0.005223203156
768	0.005222756149
769	0.00522223266
770	0.005221589787
771	0.00522143836
772	0.005221056415
773	0.005220672965
774	0.005220409531
775	0.005219555188
776	0.005218931837
777	0.00521865551
778	0.005218341907
779	0.005217842283
780	0.005217428887
781	0.005217174777
782	0.005217114046
783	0.00521702052
784	0.005216609421
785	0.005216203997
786	0.005215976791
787	0.005215546221
788	0.005215079567
789	0.00521469683
790	0.00521438352
791	0.005213839075
792	0.005213127134
793	0.005212777953
794	0.005212481249
795	0.005212250319
796	0.005211794557
797	0.00521099338
798	0.005207629721
799	0.005207255805
800	0.005206591279
801	0.005206335297
802	0.005205322885
803	0.0052050356
804	0.005204671946
805	0.005203608958
806	0.005202940211
807	0.005202544504
808	0.005202215586
809	0.005201910507
810	0.005201394613
811	0.005200958705
812	0.005200700402
813	0.005200621286
814	0.005200459202
815	0.005200059641
816	0.005199716865
817	0.005199429806
818	0.005196106262
819	0.005195895369
820	0.005195254174
821	0.005195073804
822	0.005194745483
823	0.00519387831
824	0.005192881083
825	0.00519247586
826	0.005191999753
827	0.005191725428
828	0.005191327319
829	0.005190833935
830	0.00519052816
831	0.005189860939
832	0.005189175559
833	0.00518898309
834	0.005188842881
835	0.005188388115
836	0.005188157851
837	0.005187784912
838	0.00518746097
839	0.005187214263
840	0.005186789734
841	0.005186364242
842	0.005185643441
843	0.005185212107
844	0.005184820249
845	0.005184436773
846	0.005184248855
847	0.005183571365
848	0.0051830359
849	0.00518269434
850	0.00518225222
851	0.005181954606
852	0.005181635208
853	0.005178359523
854	0.005177910761
855	0.00517763767
856	0.005177250125
857	0.005177084141
858	0.005176656941
859	0.005176395418
860	0.005176049293
861	0.005175870593
862	0.005175323998
863	0.005175079614
864	0.005174750854
865	0.005174547172
866	0.005174177153
867	0.005173999548
868	0.005173759896
869	0.005170543025
870	0.005170357746
871	0.005170025541
872	0.005169743535
873	0.005169508256
874	0.005168922667
875	0.005168440462
876	0.005168235099
877	0.005168106626
878	0.005167746284
879	0.005167330961
880	0.005166632632
881	0.005166453125
882	0.005166293543
883	0.005166028419
884	0.005165682279
885	0.005165420832
886	0.005165036725
887	0.005164796146
888	0.005164725922
889	0.005164528495
890	0.005164247167
891	0.005163865256
892	0.00516374879
893	0.005163207589
894	0.005162509362
895	0.00516218103
896	0.005162012883
897	0.005161530074
898	0.005161056436
899	0.005160905382
900	0.005160727628
901	0.005160602433
902	0.005160314461
903	0.005159773193
904	0.005159399323
905	0.005159040191
906	0.005158889588
907	0.005155751767
908	0.005155271158
909	0.005155111279
910	0.005154865846
911	0.0051545701
912	0.005154258713
913	0.005153933938
914	0.005153803218
915	0.005153471535
916	0.005153288957
917	0.005153150279
918	0.005152898146
919	0.005152815779
920	0.005152566875
921	0.005152358343
922	0.005152041594
923	0.005151812219
924	0.005151536061
925	0.005151413191
926	0.005151072125
927	0.005150743306
928	0.00515005876
929	0.005149633974
930	0.005146572189
931	0.005146458586
932	0.00514616229
933	0.005145681259
934	0.005145523675
935	0.005144979179
936	0.005144755971
937	0.005141771241
938	0.005140990064
939	0.005140710804
940	0.005140436236
941	0.005140042607
942	0.005139782975
943	0.00513964614
944	0.005136735485
945	0.005136421776
946	0.005136250681
947	0.005136040972
948	0.005135601486
949	0.005134988688
950	0.005134718489
951	0.005134100205
952	0.005131267563
953	0.00513075897
954	0.00513063596
955	0.005130257109
956	0.005130139954
957	0.005129785766
958	0.005129633098
959	0.005128623222
960	0.005125883159
961	0.005125354274
962	0.005124768452
963	0.00512415622
964	0.005123861318
965	0.0051235673
966	0.005123319602
967	0.00512303744
968	0.005122899715
969	0.00512234249
970	0.005119650223
971	0.005119078395
972	0.005118836383
973	0.005116229164
974	0.005115709655
975	0.005115608212
976	0.005115408499
977	0.005115114003
978	0.00511483243
979	0.005114627097
980	0.005114218143
981	0.005113825497
982	0.005113386348
983	0.005113198128
984	0.005113025496
985	0.005112649483
986	0.005112508513
987	0.005111695464
988	0.005111434465
989	0.005111322371
990	0.005111215456
991	0.005111016936
992	0.005110755667
993	0.005110586839
994	0.005110336931
995	0.005107791075
996	0.005107687333
997	0.005107536738
998	0.005107397969
999	0.005107148484
1000	0.005106690544
1001	0.005106204086
1002	0.005105673482
1003	0.005105336108
1004	0.005104817947
1005	0.005104449209
1006	0.00510403356
1007	0.005103608003
1008	0.005103280129
1009	0.005103097329
1010	0.005102833379
1011	0.005102501951
1012	0.005102158559
1013	0.005099673045
1014	0.005099522707
1015	0.005099365395
1016	0.005099297412
1017	0.005099168462
1018	0.005098784648
1019	0.005098385116
1020	0.005098093788
1021	0.005097781214
1022	0.005095356793
1023	0.005095237526
1024	0.005094962321
1025	0.005094702428
1026	0.005094356028
1027	0.005093480199
1028	0.005091082373
1029	0.005090606965
1030	0.005090359394
1031	0.005090042745
1032	0.005089846926
1033	0.00508942462
1034	0.005089114586
1035	0.005086776017
1036	0.005086570127
1037	0.005086103933
1038	0.005085862915
1039	0.005085542642
1040	0.005085156284
1041	0.005084768507
1042	0.005084335564
1043	0.00508208405
1044	0.005081826066
1045	0.00508159566
1046	0.005081548952
1047	0.005081349505
1048	0.005079131794
1049	0.005078914056
1050	0.005078622641
1051	0.005078504444
1052	0.005078013329
1053	0.005077799774
1054	0.005077550284
1055	0.005077261995
1056	0.005077080727
1057	0.005076810972
1058	0.005076479408
1059	0.005076410088
1060	0.005076214563
1061	0.00507586239
1062	0.005075495842
1063	0.005075365036
1064	0.005075154908
1065	0.005074963536
1066	0.005074774259
1067	0.005074532615
1068	0.005074360669
1069	0.00507416046
1070	0.005073784351
1071	0.005073570498
1072	0.005073306998
1073	0.005073165712
1074	0.00507296494
1075	0.005072697424
1076	0.005072335481
1077	0.005071910092
1078	0.005071776571
1079	0.00507154373
1080	0.005070743297
1081	0.005070521277
1082	0.005070116682
1083	0.005070022317
1084	0.005069704368
1085	0.005069376766
1086	0.005069200922
1087	0.005068927122
1088	0.005068771356
1089	0.005066624035
1090	0.005066473875
1091	0.005066226389
1092	0.005066033686
1093	0.005063939604
1094	0.005063600763
1095	0.005063373601
1096	0.005063127709
1097	0.005062958626
1098	0.005062824172
1099	0.005062720884
1100	0.005062576667
1101	0.005062374031
1102	0.00506220157
1103	0.005062028735
1104	0.00505998619
1105	0.005059929099
1106	0.005059697726
1107	0.005059406497
1108	0.005059254298
1109	0.005059069887
1110	0.005057077609
1111	0.005056874793
1112	0.00505663861
1113	0.005056533573
1114	0.005056426612
1115	0.005056231079
1116	0.005056043901
1117	0.005055952916
1118	0.005054009078
1119	0.005053795005
1120	0.005053702706
1121	0.005053551012
1122	0.005053064958
1123	0.005052890611
1124	0.005052675834
1125	0.005052516249
1126	0.005052261096
1127	0.005051914894
1128	0.005051617405
1129	0.005051343105
1130	0.005051203016
1131	0.005051039585
1132	0.005050824055
1133	0.005050624021
1134	0.005050443039
1135	0.005050252445
1136	0.005049534591
1137	0.005049271101
1138	0.005049141454
1139	0.005048901199
1140	0.005048814251
1141	0.005048681404
1142	0.005048516665
1143	0.005046621392
1144	0.005046421357
1145	0.00504623714
1146	0.005046144367
1147	0.005045984635
1148	0.00504577014
1149	0.005045525614
1150	0.005045475778
1151	0.005045267651
1152	0.00504487033
1153	0.005043020435
1154	0.005042876398
1155	0.005042806187
1156	0.005042738106
1157	0.005042636166
1158	0.005042258917
1159	0.005041979168
1160	0.005040174858
1161	0.005039996081
1162	0.005039837236
1163	0.005038077455
1164	0.005038011239
1165	0.005037763132
1166	0.005037536185
1167	0.00503733391
1168	0.005037009131
1169	0.005036830569
1170	0.005036412094
1171	0.005034695141
1172	0.005034364952
1173	0.005033720113
1174	0.005033620328
1175	0.00503326584
1176	0.005032886919
1177	0.005032542833
1178	0.005032324617
1179	0.005032032316
1180	0.005030362352
1181	0.005030162614
1182	0.005029993377
1183	0.005029707471
1184	0.005029513658
1185	0.005029334398
1186	0.005028867249
1187	0.005028830671
1188	0.005028568303
1189	0.005028203933
1190	0.005028023764
1191	0.005026397791
1192	0.005026161314
1193	0.005025794716
1194	0.005025650742
1195	0.005025423759
1196	0.00502532115
1197	0.005023702881
1198	0.005023550806
1199	0.005023423544
